Date,Username,Rating,Review
"May 11, 2018",jennifer l.,5,Awesome experience! Came here to celebrate my sister's graduation. Friendly staff. Great food. Great drinks. Hidden gem in Morgantown!
"Oct 18, 2016",Zachary T.,5,"I must say I eat here often. At first I came for the atmosphere, and to have a few drinks for happy hour with friends especially on sushi night, But this restaurant has gotten really good. The management and ownership have their staff whipped into shape, the staff are friendly and personable and take extremely good care of you while not being intrusive to the table. But the reason I'm writing this is the food has become in my opinion the best around. The steaks are perfect, the bacon mac m cheese side dish, prefect. They serve a grilled bacon app that has to be tried.  What I crave is the porterhouse for two that is carved at the table. I really enjoy it here it's a good restaurant."
"Aug 23, 2018",Rrr Z.,5,"Love Bartini Prime! The atmosphere is chic, yet comfortable, and the food is amazing. Favorite dishes: the bacon slab, the cobb salad, the huggy bear to share, ANY sushi roll, and the butter cake. Staff is friendly and fun too!"
"Aug 18, 2016",Sharon S.,5,An upscale bar with  great food.  My boyfriend and I ate there last night.  The food was so good.  I had the crab cakes and they were full of flavor and lumps of crab.  He had the Maryland Crab Soup -  it was well-seasoned and tasty.  This rivaled any meal that I have eaten in Annapolis.  The service was good too.
"Apr 11, 2015",Zeeshan S.,4,"Really fun place! Great apps, great happy hour deals and the service is wow! Great place to get your night started, I'll have to try the sushi the next time I go"
"Nov 24, 2018",Beck R.,1,"Wish I could give less than one star, Average food with bad service and they really don't care."
"Sep 15, 2017",Snow K.,1,"Um, what?  Let's start with the name.  ""Bartini""?  Even if that's way too cute for it's own good, we gave it a shot on a Friday night, but stopped as we heard ""Back That Ass Up.""  LOL, no.  I don't think there's a way to take this place seriously."
N/A,N/A,NA,N/A
"May 23, 2016",Doug H.,4,"Good sushi.  Tempura shrimp and tuna wrapped in  cucumber roll was excellent!  Preference on the sashimi.  Dirty Martini was smooth, Moscow mule was excellent.  Witney was friendly and helpful."
"Apr 17, 2017",Susi Q.,4,"This place has a good ambience and atmosphere, but the food is overpriced and they really nickel and dime you.  Steak was good, but nothing special.  We wanted fries with the meal, but the restaurant was ""out of fries."" They didn't offer anything else, except a baked potato for extra $$. I wasn't going to pay extra for an already $35 meal and then you charge for substituting something your restaurant ran out of? Pretty cheap in my opinion.  Martinis were delicious, but still expensive.  Probably won't be coming back too often due to the pricing, but if they have any specials on the food or for the happy hours, I'd check it out again.  The 4-star rating is mostly for the food, otherwise it would be lower."
"May 21, 2015",Trudi B.,5,Really great ADULT upscale bar.  A rarity in a college town.  The chicken nachos are the best. Broad wine list and excellent specialty drinks.  Live entertainment on the weekends.  Sometimes gets a bit loud depending on where you're seated.  Wait staff is friendly and efficient.
"Aug 2, 2014",Mark K.,5,Outside seating great food and very sociable service enjoy your cigar with no hassle   Great food super cocktails and great bands
"Mar 30, 2015",Mike R.,2,"I Gave this place a second chance after a first bad experience and had to walk out this time. The sushi chef was not wearing gloves, doing dishes, and touching all of the fish with his bare hands while having a huge tobacco dip in. Extremely disappointed because menu sounded good and my girlfriend and I love trying new sushi places. We sat for over 15 minutes, without even getting drink orders, manager was rude as always and this was yet again a very poor experience"
"Jul 15, 2014",John B.,3,"Go for the drinks, not the food. Needs to figure out if it's for real adults or ogling men."
"Apr 12, 2014",Amin A.,4,"Spacious area with a very warm vibe, has a good setup for entertainment. Drink selection is good, but the Martini's are pretty good, overall this bar is a little pricier compared to the others, definitely a step up from the ones downtown, Also the location is prime as it is very near some good late night eateries."
"Jun 7, 2015",McKenzie S.,5,Went in with my mother and Aunt and we had a blast! Definitely not for college students. It's expensive and an overall older crowd!
"Jul 7, 2013",Teresa T.,5,Super cool place. The band playing Friday night was awesome and the staff was very friendly. Food was terrific. Everyone enjoyed their Dirty Martinis with blue cheese stuffed olives!
"Jun 22, 2015",Brittany C.,5,"I love Bartini!  Hump day is my favorite day to go.  Martinis and sliders are all amazing.  Sliders come with homemade potato chips too, which are really great.  Love the outdoor seating area."
N/A,N/A,NA,N/A
"Nov 5, 2017",Hannah K.,3,"The hostesses were absolutely confused. They told us our wait would be 10 minutes. It was twenty,  and they ended up seating several people who came in after us before seating us at a table that had been open and cleared since we came in. We almost left. They didn't seem capable of doing much without the help of a manager.The food was very good-my dad got steak and loved it-I got the mussels and while they were a bit heavy on the black pepper they were still enjoyable. They were out of bread to eat the sauce with which was disappointing, but the food came quickly despite how busy they were.Our personal server was great, but I interacted with the hosts and bartenders as well who were unfriendly, never smiled, etc. I was also really confused by the fact that the only people working in FOH besides the older male managers were young, thin, attractive, white women, many of them in skimpy clothes. I'm not conservative but this just bothers me. Is this Hooters, or does this restaurant only engage in discriminatory hiring practices based on looks over experience or capability?The environment was also kind of weird. It was a high class restaurant mixed with a club. Don't go there if you're looking for a quiet meal. The music was blaring."
"Dec 12, 2016",Alicia M.,5,Love this place! Amazing food and amazing service! Lindsey was our waitress and she was very nice and did a great job. The martinis are always on point here. I have never gotten a drink that I didn't enjoy. I highly recommend it. The dessert is yummy too!
"Apr 19, 2015",Charity W.,2,"Bartini has an open and modern feel to it. They have two bars to choose from for seating and high tables inside with low tables on the patio, with a few lounge chairs and couches. It was a pleasant night and the doors were open so the main bar and patio bar were open to one another. The breeze was nice, however, many patrons were smoking on the patio and the smoke just blew right into the dinning room. We were able o choose a seat right away with no wait and we were greeted by our server promptly.This is where service stopped being good. Looking around there were A LOT of people working (typical and expected for a Saturday night in a college town). However, very few of them were actually working. There was a lot of socializing and many were looking at their phones. The manager, who at least who I assume to be the manager was on the floor for most of the time so I'm not really sure that management even cares. There were some other problems with the service, which seemed to be a training problem. Our server came over several times to ask if we needed anything just as we had taken a bite, and a head shake was not good enough. She would awkwardly stand in front of us until we swallowed, until we could verbally answer. Taking our drink orders the server didn't know what Disaronno was and I overheard the bartender and he didn't know either. I don't have a problem with them not having the product, but it would have been nice if they would have had product awareness and could suggest a similar product. My husband ordered a bottled beer and it came to the table already poured into a glass. I thought this was nice, but he said he would have preferred to do the pour himself or at least have been asked. We ordered two plates of sliders and an appetizer of calamari. Granted we ordered everything at the same time, but everything came out at the same time, which is always annoying. The food was delivered by a food runner, who came out of the kitchen and had no idea where to go. Again, not really his fault, but definitely a breakdown in communication. The crab cake sliders were just ok, there was lots of crab in the cake, which was nice. But the whole thing felt a little slimy. Maybe toasting the bun or letting the crab cake crisp would add some texture. The meatball sliders had a lot of flavor. The ricotta pesto was very good, although piled a bit too high on the slider. The serve sliders with homemade chips, which were cut very thin and cooked perfectly. My only complaint would be that they were a bit over salted. The prices were a bit high too for sliders and chips, but I expected this from other reviews and friends. We don't get a date often too often, but we probably wont be returning here when we do."
"Mar 24, 2017",Dan O.,5,"Looking for a prime (yes, real prime) Angus steak? This is the place. The steaks are just perfect; large sides. Can't go wrong. Full-service bar as well."
"Feb 22, 2017",Clark L.,5,"I took a large group to Bartini Prime on a Friday night. I called ahead and reserved the large private room upstairs, it included its own bar, TV and bathroom. Our party arrived 45 minutes ahead of our reservation and the staff was still ready to take us. They provided great service all night and the food was great. Our group really enjoyed our experience and I would recommend this restaurant to anyone looking for a fun atmosphere. If you're looking to host an event ask for Kari, she's great!"
"Feb 15, 2015",Toby W.,4,"We enjoyed drinks and appetizers here. We had oysters and bruschetta.  Good atmosphere and attentive staff. Chilled by the fireplace. It can get a little loud when the music plays, but not overbearing. Eric Lewis is a good musician to listen to during adult-drinks."
"Apr 26, 2016",Grant B.,3,"They appear to be trying to be a bit of everything - steak, burgers, Maryland crab cakes... And Sushi?  I had the caprese salad that was heavy on the balsamic but overall quite decent. For an entree I had the grilled salmon that said it was sushi grade but pretty sure it was not. Had a side of asparagus that was cooked quite perfectly. The salmon was too dry on the outside and too raw inside... Maybe it was sushi grade but if so it should have been better. My biggest complaint was the timing of the food delivery. The salad came within about 3 minutes of ordering... Ok it was Tuesday and not too busy. But then the entree arrived before I was done my salad. That's not acceptable. As a single diner I had not given any indication I was in a hurry, so why the rush?  And any good restaurant knows if you draw out the meal a bit likely you will get additional drink orders and maybe a desert and coffee out of your guests. No chance. I wasn't giving them more money. There are a couple of other great places in Morgantown that I will gladly revisit time and time again. The wait staff and host were very pleasant so that brings it up from 2 to 3 stars."
"Dec 19, 2014",Justine T.,5,Sushi with nice drink= end your perfect day. I am giving this bar 5 star is just because of the sushi! Recently they open up a sushi bar from 4-9pm. They serve variety sushi that you will like it! Highly recommend!
"Jan 31, 2014",Kris K.,5,"Nice drinks, great food and awesome staff. Would definitely make this a must visit for Morgantown."
"Oct 8, 2016",Lisa A.,1,"The service was slow....took 45 minutes to get appetizers. We ate our dinner and then we were brought the bill without asking if we wanted anything else, not even dessert. When we were leaving, I saw the waitress and told her that I thought she was rude, her response......have a good night!"
N/A,N/A,NA,N/A
"Jan 2, 2016",CD I.,2,"It should have been a sign when we were there only ones eating dinner @  6:30pm on a Saturday night. Martini's had no taste of alcohol... Good flavor, just lacking the most important part... And at $10 a glass... You shouldn't have to wonder if they forgot the alcohol.  Burger was sub par at best. Great atmosphere and location. Just not worth the $$ for the drinks and food. One and done. Wont be back..."
"Jun 9, 2016",Stacy H.,5,Great atmosphere!  Service was fast and friendly and food was excellent!  We were seated outside at the bar...bartender was more than a helpful and attentive. I believe her name was Marissa.  Music was enjoyable with a relaxed and fun atmosphere. We will definitely be returning again!
"Jun 8, 2016",Kerry W.,5,"This bar has it all from atmosphere , live music , great drinks , and a menu that extends from sushi to burgers.  It is clean , the waitstaff is professional and friendly.  They are knowledgeable and accommodating to allergies .  Love the outdoor patio regardless of the season! Best adult bar/ nightclub in Morgantown !"
"Oct 23, 2015",Alyssa W.,5,"Bartini has come under new ownership and the food is amazing! The Maryland lump crab cakes are perfection! The food quality is fantastic and you will not leave hungry! They also offer delicious drinks, and live entertainment."
"Aug 15, 2013",Jimmy G.,5,"What a great find in Morgantown! Upscale martini bar with live music, full bar, outdoor heated seating.  Sophisticated but casual. Not to be missed."
"Feb 9, 2015",Sharon M.,1,Spent two nights at the Hilton Garden Inn. Couldn't sleep either night because the bass from this restaurant was thumping so loud. Keep in mind the two buildings are almost a football field apart and it was winter so the doors weren't open. Complained to staff at hotel and was told they know about the problem but the management at Bartinis has not resolved the issue. In Morgantown all the time but will never go here. Not good neighbors. Can only imagine the hearing damage taking place inside.
"Dec 22, 2016",S M.,3,"I have come here many many times.  Usually the food is stellar and the drinks are creative.  I have been pleased with the decision to remove the stage and the live ""music"" and make it more a ""restaurant"".  However tonight I was disappointing.  A friend was held up at work so I needed to find a place that was open late.  I checked online and it said open until midnight.  I thought perfect.  So I went to get a table and the manager said sorry the kitchen just closed.  This would have been helpful information to have posted online if the kitchen is not going to stay open until closing.  So then I ordered a martini that I have gotten there many many times.  A lemon drop.  A simple martini.  The bartender made it differently than anyone ever has there and it tasted bitter.  Not sour.  BITTER.   So i said this to the waitress and she attempted to argue that it was the way they always make them.  I ended up just leaving.  I was very disappointed.    I have never had a bad experience there until tonight."
"Oct 1, 2014",J L.,1,The owner pulled a fast one and changed happy hour prices to 6pm. instead of 8pm.  Bad move.  We are moving our happy hour to Primanti Brothers where there is the same drink special only theirs extends to 7 PM.  $1.00 pizza slices to boot!
"May 16, 2016",Pete C.,5,"I went to Bartini this past weekend following my cousins graduation from WVU and wanted to express how great my experience was. As a graduate of WVU I lived in Morgantown for a long time and the restaurants were always average at best but now the town is growing and Bartini is a top notch option when visiting MOTOWN.  As a sushi lover I always remember looking all over for good sushi, this is it...definitely best in town, we got a few rolls for the table to share and they were all great and very fresh. We took the advice of our awesome server (I forget her name but she was cute) and ordered the special rolls she suggested. The entrees were liked all around, personally I got a mammoth bone in ribeye cooked perfectly mid rare as I asked and seasoned to perfection. I didn't even need steak sauce.  As this was late on a Saturday night the place was very busy yet the food and drinks were always on time with no wait, the manager even came by with one of our drink orders and also checked on us to make sure everything was perfect.  The cute waitress(wish I remembered her name) was amazing, extremely friendly, and gave us suggestions for good new sites to see on the last day of our little trip.  After a long dinner we were going to leave to go downtown to other local bars but the atmosphere was so good here most of our group actually stayed and shut the place down haha. The general manager actually came up to me noticing I was there for so long and bought a round for everyone I was with, thanking me for staying. A+++ all around for service/food quality/liquor selection. Can't wait for football season to hit this place up to watch the Mountaineers! Bartini is the premier dining and entertainment location in Morgantown."
