poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,yes,no,alternate_answers
84248,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,,,9/1/23,9/23/23,,"",,182461,1016,a,,a,,9/28/23 15:42,"",https://news.gallup.com/poll/511820/views-supreme-court-remain-near-record-lows.aspx,"",,,41.0,58.0,2.0
84192,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/17/23,9/19/23,,"",,181882,1500,a,,a,,9/20/23 11:38,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Os7FqGN.pdf,"",,,38.0,50.0,12.0
84192,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/17/23,9/19/23,,"",,181883,1303,rv,,rv,,9/20/23 11:38,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xf4D6qH.pdf,"",,,41.0,51.0,8.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/10/23,9/12/23,,"",,181356,1500,a,,a,,9/13/23 09:54,"",https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,"",,,36.0,48.0,16.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/10/23,9/12/23,,"",,181357,1334,rv,,rv,,9/13/23 09:54,"",https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,"",,,39.0,53.0,9.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/2/23,9/5/23,,"",,181015,1500,a,,a,,9/6/23 12:56,"",https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,"",,,38.0,47.0,15.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/2/23,9/5/23,,"",,181016,1329,rv,,rv,,9/6/23 12:56,"",https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,"",,,43.0,48.0,9.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/26/23,8/29/23,,"",,180655,1500,a,,a,,8/30/23 10:29,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",,,35.0,52.0,12.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/26/23,8/29/23,,"",,180656,1303,rv,,rv,,8/30/23 10:29,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",,,40.0,52.0,8.0
83962,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/19/23,8/22/23,,"",,179892,1500,a,,a,,8/23/23 10:37,"",https://docs.cdn.yougov.com/f2l1urt62v/econtoplines.pdf,"",,,36.0,51.0,14.0
83962,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/19/23,8/22/23,,"",,179893,1309,rv,,rv,,8/23/23 10:37,"",https://docs.cdn.yougov.com/qaelwix52p/econTabReport.pdf,"",,,40.0,53.0,8.0
83418,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/12/23,8/15/23,,"",,178831,1500,a,,a,,8/16/23 10:08,"",https://docs.cdn.yougov.com/m40l43fusr/econtoplines.pdf,"",,,36.0,48.0,15.0
83418,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/12/23,8/15/23,,"",,178832,1321,rv,,rv,,8/16/23 10:08,"",https://docs.cdn.yougov.com/18ox1hne2s/econTabReport.pdf,"",,,40.0,51.0,8.0
84153,1361,SSRS,1960,University of Pennsylvania Annenberg Public Policy Center,SSRS,297,SSRS,2.0,0.2,Online Panel,,,8/9/23,8/15/23,,"",,181526,1482,a,,a,,9/14/23 13:04,"",https://www.annenbergpublicpolicycenter.org/many-dont-know-key-facts-about-u-s-constitution-annenberg-civics-study-finds/,"",,,49.0,51.0,0
83375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/5/23,8/8/23,,"",,178635,1500,a,,a,,8/9/23 09:55,"",https://docs.cdn.yougov.com/m1aanznso5/econtoplines.pdf,"",,,39.0,49.0,13.0
83375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/5/23,8/8/23,,"",,178636,1178,rv,,rv,,8/9/23 09:55,"",https://docs.cdn.yougov.com/gr0zwln1rr/econTabReport.pdf,"",,,42.0,49.0,8.0
83331,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/29/23,8/1/23,,"",,178354,1500,a,,a,,8/2/23 10:18,"",https://docs.cdn.yougov.com/m6zgcvnfe7/econtoplines.pdf,"",,,39.0,48.0,13.0
83331,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/29/23,8/1/23,,"",,178355,1324,rv,,rv,,8/2/23 10:18,"",https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,"",,,44.0,49.0,8.0
83310,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,,,7/3/23,7/27/23,,"",,178377,1015,a,,a,,8/2/23 10:29,"",https://news.gallup.com/poll/509234/supreme-court-approval-holds-record-low.aspx ,"",,,40.0,56.0,4.0
83287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/22/23,7/25/23,,"",,176110,1500,a,,a,,7/26/23 10:06,"",https://docs.cdn.yougov.com/s3axh7nmif/econtoplines.pdf,"",,,41.0,46.0,12.0
83287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/22/23,7/25/23,,"",,176111,1306,rv,,rv,,7/26/23 10:06,"",https://docs.cdn.yougov.com/pvpz4fi6ym/econTabReport.pdf,"",,,43.0,47.0,10.0
83233,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/15/23,7/18/23,,"",,175708,1500,a,,a,,7/19/23 09:48,"",https://docs.cdn.yougov.com/ygyh2hpfz0/econtoplines.pdf,"",,,39.0,50.0,12.0
83233,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/15/23,7/18/23,,"",,175709,1315,rv,,rv,,7/19/23 09:48,"",https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,"",,,41.0,50.0,9.0
83237,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,7/13/23,7/17/23,,"",,175778,2056,a,,a,,7/19/23 14:28,"",https://poll.qu.edu/poll-release?releaseid=3876,"",,,35.0,55.0,10.0
83237,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,7/13/23,7/17/23,,"",,175779,1809,rv,,rv,,7/19/23 14:28,"",https://poll.qu.edu/poll-release?releaseid=3876,"",,,36.0,56.0,8.0
83288,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,7/7/23,7/12/23,,"",,176131,1005,a,,a,,7/26/23 10:11,"",https://law.marquette.edu/poll/2023/07/26/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-7-12-2023/,"",,,45.0,55.0,0
83288,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,7/7/23,7/12/23,,"",,176618,788,rv,,rv,,7/27/23 09:18,"",https://law.marquette.edu/poll/wp-content/uploads/2023/07/MLSPSC15NationalIssuesPressRelease.pdf,"",,,47.0,53.0,0
83189,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/8/23,7/11/23,,"",,175523,1500,a,,a,,7/12/23 11:15,"",https://docs.cdn.yougov.com/hv5z68z2e8/econtoplines.pdf,"",,,38.0,51.0,11.0
83189,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/8/23,7/11/23,,"",,175524,1296,rv,,rv,,7/12/23 11:15,"",https://docs.cdn.yougov.com/03l1353cs3/econTabReport.pdf,"",,,42.0,51.0,7.0
83143,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/1/23,7/5/23,,"",,175349,1500,a,,a,,7/5/23 16:53,"",https://docs.cdn.yougov.com/kpnwbn3sup/econTabReport.pdf,"",,,39.0,50.0,11.0
83143,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/1/23,7/5/23,,"",,175350,1350,rv,,rv,,7/5/23 16:53,"",https://docs.cdn.yougov.com/kpnwbn3sup/econTabReport.pdf,"",,,40.0,50.0,10.0
83115,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/24/23,6/27/23,,"",,175107,1500,a,,a,,6/28/23 11:35,"",https://docs.cdn.yougov.com/gbiijqwbnw/econtoplines.pdf,"",,,34.0,50.0,15.0
83115,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/24/23,6/27/23,,"",,175108,1315,rv,,rv,,6/28/23 11:35,"",https://docs.cdn.yougov.com/01qmicwezl/econTabReport.pdf,"",,,36.0,52.0,12.0
83048,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/17/23,6/20/23,,"",,174804,1500,a,,a,,6/21/23 10:12,"",https://docs.cdn.yougov.com/it7lilb4fb/econtoplines.pdf,"",,,41.0,48.0,12.0
83048,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/17/23,6/20/23,,"",,174805,1342,rv,,rv,,6/21/23 10:12,"",https://docs.cdn.yougov.com/1ts4uenkci/econTabReport.pdf,"",,,43.0,48.0,9.0
83062,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,6/15/23,6/19/23,,"",,174884,1776,a,,a,,6/21/23 14:06,"",https://poll.qu.edu/poll-release?releaseid=3874,"",,,29.0,58.0,13.0
83062,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,6/15/23,6/19/23,,"",,174885,1560,rv,,rv,,6/21/23 14:06,"",https://poll.qu.edu/poll-release?releaseid=3874,"",,,30.0,59.0,11.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/10/23,6/13/23,,"",,174389,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",,,39.0,50.0,12.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/10/23,6/13/23,,"",,174390,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",,,39.0,52.0,9.0
84316,1488,Spry Strategies,"","",Spry Strategies,508,Spry Strategies,1.5,0.2,Online Panel,,,6/6/23,6/9/23,,"",,182810,1250,rv,,rv,,10/4/23 13:29,"",https://www.spryresearch.com/_files/ugd/68c3dc_a08f07ec9b834048a9c82d4fc67936a3.pdf,"",,,30.2,51.0,18.8
83022,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/31/23,6/8/23,,"",,174574,1133,a,,a,,6/16/23 10:00,"",https://polsci.umass.edu/toplines-and-crosstabs-june-2023-juneteenth-poll-national-politics,"",,,41.0,47.0,12.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/3/23,6/6/23,,"",,174145,1500,a,,a,,6/7/23 10:39,"",https://docs.cdn.yougov.com/nujc21mujt/econtoplines.pdf,"",,,36.0,51.0,12.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/3/23,6/6/23,,"",,174146,1315,rv,,rv,,6/7/23 10:39,"",https://docs.cdn.yougov.com/r0o0a2nef6/econTabReport.pdf,"",,,38.0,52.0,10.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/27/23,5/31/23,,"",,173889,1500,a,,a,,5/31/23 14:25,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",,,34.0,53.0,12.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/27/23,5/31/23,,"",,173890,1313,rv,,rv,,5/31/23 14:25,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",,,36.0,54.0,10.0
82871,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/20/23,5/23/23,,"",,173477,1500,a,,a,,5/24/23 10:56,"",https://docs.cdn.yougov.com/bdo96fldrz/econtoplines.pdf,"",,,47.0,43.0,11.0
82871,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/20/23,5/23/23,,"",,173478,1318,rv,,rv,,5/24/23 10:56,"",https://docs.cdn.yougov.com/ifywkae5dt/econTabReport.pdf,"",,,47.0,44.0,9.0
82873,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,5/18/23,5/22/23,,"",,173552,1819,a,,a,,5/24/23 14:37,"",https://poll.qu.edu/poll-release?releaseid=3872,"",,,35.0,55.0,10.0
82873,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,,,5/18/23,5/22/23,,"",,173553,1616,rv,,rv,,5/24/23 14:37,"",https://poll.qu.edu/poll-release?releaseid=3872,"",,,35.0,57.0,8.0
82894,800,Kaiser Family Foundation,"","",KFF,419,KFF,2.5,-0.2,Live Phone/Probability Panel,,,5/9/23,5/19/23,,"",,173771,1674,a,,a,,5/26/23 09:50,"",https://www.kff.org/womens-health-policy/poll-finding/kff-tracking-poll-may-2023/,"",,,41.0,58.0,1.0
82870,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,5/8/23,5/18/23,,"",,173444,1010,a,,a,,5/24/23 09:30,"",https://law.marquette.edu/poll/2023/05/23/new-marquette-law-school-poll-national-survey-finds-continuing-decline-in-approval-of-the-way-the-u-s-supreme-court-is-doing-its-job-with-amount-varying-according-to-respondents-partisanshi/,"",,,41.0,59.0,0
82870,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,5/8/23,5/18/23,,"",,173664,833,rv,,rv,,5/25/23 09:41,"",https://law.marquette.edu/poll/wp-content/uploads/2023/05/MLSPSC14ToplinesRV.html,"",,,42.0,58.0,0
82832,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/13/23,5/16/23,,"",,173269,1500,a,,a,,5/17/23 09:58,"",https://docs.cdn.yougov.com/dkgt9j0k3y/econtoplines.pdf,"",,,45.0,39.0,16.0
82832,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/13/23,5/16/23,,"",,173270,1302,rv,,rv,,5/17/23 09:58,"",https://docs.cdn.yougov.com/1el6dff3an/econTabReport.pdf,"",,,47.0,41.0,13.0
82785,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/6/23,5/9/23,,"",,173059,1500,a,,a,,5/10/23 09:47,"",https://docs.cdn.yougov.com/1qdiz6hera/econtoplines.pdf,"",,,47.0,40.0,14.0
82785,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,5/6/23,5/9/23,,"",,173060,1324,rv,,rv,,5/10/23 09:47,"",https://docs.cdn.yougov.com/nujlm70ly6/econTabReport.pdf,"",,,48.0,41.0,11.0
82727,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/29/23,5/2/23,,"",,172655,1500,a,,a,,5/3/23 09:56,"",https://docs.cdn.yougov.com/cxqrokhwtq/econtoplines.pdf,"",,,41.0,43.0,16.0
82727,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/29/23,5/2/23,,"",,172656,1357,rv,,rv,,5/3/23 09:56,"",https://docs.cdn.yougov.com/qsy7ekuxik/econTabReport.pdf,"",,,46.0,44.0,10.0
82741,1365,Change Research,"","",Change Research,48,Change Research,1.4,0.6,Text-to-Web/Online Ad,,,4/28/23,5/2/23,,"",,172729,1208,rv,,rv,,5/4/23 12:24,"",https://changeresearch.com/post/national-poll-on-scotus-ethics/,"",false,,38.0,56.0,5.0
82685,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/22/23,4/25/23,,"",,172406,1500,a,,a,,4/26/23 10:28,"",https://docs.cdn.yougov.com/3nj07blz1x/econtoplines.pdf,"",,,48.0,38.0,14.0
82685,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/22/23,4/25/23,,"",,172407,1295,rv,,rv,,4/26/23 10:28,"",https://docs.cdn.yougov.com/wo8h43uvsg/econTabReport.pdf,"",,,49.0,41.0,10.0
82687,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone,,,4/21/23,4/24/23,,"",,172509,1004,rv,,rv,,4/28/23 08:36,"",https://www.foxnews.com/politics/fox-news-poll-two-thirds-say-abortion-pill-legal,"",,,41.0,55.0,5.0
82627,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/15/23,4/18/23,,"",,172032,1500,a,,a,,4/19/23 09:32,"",https://docs.cdn.yougov.com/ksmyjmp5xp/econtoplines.pdf,"",,,43.0,40.0,17.0
82627,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/15/23,4/18/23,,"",,172033,1316,rv,,rv,,4/19/23 09:32,"",https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,"",,,45.0,44.0,11.0
82625,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/14/23,4/17/23,,"",,172258,1530,a,,a,,4/23/23 16:23,"",https://news.yahoo.com/poll-trumps-big-post-indictment-bounce-is-fading-fast-183753992.html,"",,,44.0,45.0,11.0
82625,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/14/23,4/17/23,,"",,172259,1024,rv,,rv,,4/23/23 16:23,"",https://news.yahoo.com/poll-trumps-big-post-indictment-bounce-is-fading-fast-183753992.html,"",,,46.0,48.0,6.0
82590,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/8/23,4/11/23,,"",,171874,1500,a,,a,,4/12/23 09:35,"",https://docs.cdn.yougov.com/xh3jlkz43s/econtoplines.pdf,"",,,43.0,40.0,16.0
82590,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/8/23,4/11/23,,"",,171875,1322,rv,,rv,,4/12/23 09:35,"",https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,"",,,45.0,44.0,11.0
82974,568,YouGov,"","",YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/5/23,4/11/23,,"",,174236,2029,a,,a,,6/9/23 10:07,"",https://docs.cdn.yougov.com/cv6lbp28dm/scotus_poll_results.pdf,"",,,45.0,28.0,27.0
82974,568,YouGov,"","",YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/5/23,4/11/23,,"",,174237,1571,rv,,rv,,6/9/23 10:07,"",https://docs.cdn.yougov.com/cv6lbp28dm/scotus_poll_results.pdf,"",,,49.0,30.0,21.0
82534,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/1/23,4/4/23,,"",,171677,1500,a,,a,,4/5/23 09:10,"",https://docs.cdn.yougov.com/7nnmpd3ir7/econtoplines.pdf,"",,,43.0,40.0,17.0
82534,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,4/1/23,4/4/23,,"",,171678,1319,rv,,rv,,4/5/23 09:10,"",https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,"",,,46.0,42.0,11.0
82469,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/26/23,3/28/23,,"",,171251,1500,a,,a,,3/29/23 09:25,"",https://docs.cdn.yougov.com/6z9bhe8ltv/econtoplines.pdf,"",,,42.0,40.0,17.0
82469,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/26/23,3/28/23,,"",,171252,1310,rv,,rv,,3/29/23 09:25,"",https://docs.cdn.yougov.com/nr7yjreihl/econTabReport.pdf,"",,,46.0,43.0,11.0
82470,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,3/13/23,3/22/23,,"",,171268,1004,a,,a,,3/29/23 09:41,"",https://law.marquette.edu/poll/wp-content/uploads/2023/03/MLSPSC13PressRelease_CourtIssues.pdf,"",,,44.0,56.0,0
82470,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,3/13/23,3/22/23,,"",,171269,863,rv,,rv,,3/29/23 09:41,"",https://law.marquette.edu/poll/wp-content/uploads/2023/03/MLSPSC13PressRelease_CourtIssues.pdf,"",,,44.0,56.0,0
82422,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/19/23,3/21/23,,"",,170952,1500,a,,a,,3/22/23 09:24,"",https://docs.cdn.yougov.com/ab9lupqxrn/econtoplines.pdf,"",,,44.0,36.0,20.0
82422,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/19/23,3/21/23,,"",,170953,1341,rv,,rv,,3/22/23 09:24,"",https://docs.cdn.yougov.com/ni3jnt30r2/econTabReport.pdf,"",,,46.0,41.0,12.0
82375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/11/23,3/14/23,,"",,170692,1500,a,,a,,3/15/23 10:23,"",https://docs.cdn.yougov.com/w24yzhnogx/econtoplines.pdf,"",,,45.0,38.0,18.0
82375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/11/23,3/14/23,,"",,170693,1307,rv,,rv,,3/15/23 10:23,"",https://docs.cdn.yougov.com/kqdsel6n6j/econTabReport.pdf,"",,,48.0,40.0,12.0
82341,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/4/23,3/7/23,,"",,170477,1500,a,,a,,3/8/23 09:47,"",https://docs.cdn.yougov.com/yprcsknawy/econtoplines.pdf,"",,,44.0,40.0,16.0
82341,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,3/4/23,3/7/23,,"",,170478,1306,rv,,rv,,3/8/23 09:47,"",https://docs.cdn.yougov.com/sa25s832p5/econTabReport.pdf,"",,,47.0,43.0,11.0
82287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/25/23,2/28/23,,"",,169523,1500,a,,a,,3/1/23 13:39,"",https://docs.cdn.yougov.com/lq10bty4vr/econtoplines.pdf,"",,,39.0,41.0,20.0
82287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/25/23,2/28/23,,"",,169524,1302,rv,,rv,,3/1/23 13:39,"",https://docs.cdn.yougov.com/ctq2ajcu3n/econTabReport.pdf,"",,,42.0,44.0,13.0
82236,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/20/23,2/21/23,,"",,169134,1500,a,,a,,2/22/23 09:48,"",https://docs.cdn.yougov.com/2v3vq7dmv4/econtoplines.pdf,"",,,41.0,41.0,18.0
82236,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/20/23,2/21/23,,"",,169135,1315,rv,,rv,,2/22/23 09:48,"",https://docs.cdn.yougov.com/lt3qbl33wm/econTabReport.pdf,"",,,45.0,44.0,11.0
82201,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/11/23,2/14/23,,"",,168951,1500,a,,a,,2/15/23 11:42,"",https://docs.cdn.yougov.com/6c9yo78fw1/econtoplines.pdf,"",,,41.0,40.0,19.0
82201,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/11/23,2/14/23,,"",,168952,1319,rv,,rv,,2/15/23 11:42,"",https://docs.cdn.yougov.com/dj0b2hnbf2/econTabReport.pdf,"",,,44.0,44.0,12.0
82126,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/4/23,2/7/23,,"",,168006,1500,a,,a,,2/8/23 09:27,"",https://docs.cdn.yougov.com/gsfav7gghv/econtoplines.pdf,"",,,41.0,39.0,20.0
82126,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,2/4/23,2/7/23,,"",,168007,1294,rv,,rv,,2/8/23 09:27,"",https://docs.cdn.yougov.com/gg0t2njevs/econTabReport.pdf,"",,,46.0,43.0,11.0
82091,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/29/23,1/31/23,,"",,167856,1500,a,,a,,2/1/23 10:13,"",https://docs.cdn.yougov.com/hakymqbmww/econtoplines.pdf,"",,,36.0,42.0,22.0
82091,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/29/23,1/31/23,,"",,167857,1319,rv,,rv,,2/1/23 10:13,"",https://docs.cdn.yougov.com/sqkyqhgbfz/econTabReport.pdf,"",,,40.0,44.0,14.0
82095,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone,,,1/27/23,1/30/23,,"",,167891,1003,rv,,rv,,2/1/23 19:07,"",https://www.foxnews.com/official-polls/fox-news-poll-state-union-dysfunction-dissatisfaction-disapproval,"",,,41.0,53.0,6.0
82044,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/21/23,1/24/23,,"",,167513,1500,a,,a,,1/25/23 09:32,"",https://docs.cdn.yougov.com/wl1juxd6zw/econtoplines.pdf,"",,,39.0,41.0,20.0
82044,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,1/21/23,1/24/23,,"",,167514,1330,rv,,rv,,1/25/23 09:32,"",https://docs.cdn.yougov.com/b0nx6h2f1n/econTabReport.pdf,"",,,44.0,43.0,13.0
82046,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,1/9/23,1/20/23,,"",,167548,1000,a,,a,,1/25/23 15:23,"",https://law.marquette.edu/poll/2023/01/25/new-marquette-law-school-national-survey-finds-overall-approval-of-u-s-supreme-court-has-ticked-up-from-post-dobbs-low-six-months-ago/,"",,,47.0,53.0,0
82046,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,1/9/23,1/20/23,,"",,167600,790,rv,,rv,,1/26/23 09:54,"",https://law.marquette.edu/poll/wp-content/uploads/2023/01/MLSPSC12PressRelease_NationalIssues.pdf,"",,,48.0,52.0,0
